A1	A2	B1	B2
3930	3812	3658	3405
443	389	351	262
714	570	674	616
1091	1022	971	763
715	639	819	630
1624	1430	1836	1076
0	0	0	0
456	412	536	410
3396	2510	3773	2390
0	0	0	0
614	566	690	743
16982	14845	14560	13195
148	124	174	141
0	2	1	1
5	0	4	3
1088	1102	770	1041
242	176	133	158
8809	7771	7357	6249
417	384	293	230
2422	2369	2190	1960
52692	45433	62746	60020
2864	1914	1620	1432
15627	10526	9329	8442
1188	873	940	992
1058	757	817	792
1498	1324	1473	1407
7157	7190	6161	4864
881	736	820	728
2	5	4	2
5346	4978	5174	4430
7	6	1	4
8	4	28	16
0	0	0	0
1654	1408	1592	1246
1262	1165	1131	1205
633	588	743	646
19072	17208	16590	15385
3701	3610	2986	3002
5	5	10	4
0	0	0	1
599	435	636	475
75	50	61	63
1043	1094	1161	960
927	687	1150	873
21	17	19	25
15	4	9	9
1	3	3	2
1703	1402	1783	1509
377	342	324	334
13	4	5	8
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
52	38	50	30
0	0	0	0
4	2	2	1
0	0	0	0
678	519	627	459
0	2	0	2
6176	5196	5619	6326
898	874	643	764
1004	914	910	923
58	70	62	56
20	6	18	10
1	2	1	1
35	31	37	30
0	2	2	0
13	7	7	2
0	0	2	0
0	2	1	0
232	185	244	169
13	6	17	2
11920	11248	10768	10528
10	8	15	6
5	10	2	0
4	8	4	10
2	0	1	0
1779	1644	1627	1348
407	450	298	357
383	417	269	326
398	428	287	343
1	9	1	3
0	0	0	0
495	347	496	276
182	159	172	129
27	6	12	12
242	216	336	267
4389	4102	3913	3178
11	26	13	30
34	5	23	13
6	2	4	5
1607	1340	1324	1163
4	13	6	11
0	0	0	1
130	199	64	57
20	12	14	6
7265	6622	6692	6083
26	33	15	23
4880	3937	4401	3517
218	200	222	242
114	104	109	117
6644	5492	6178	4753
0	0	2	0
2485	2376	2077	2024
1261	1172	1613	1388
11	10	12	15
0	0	0	0
2	0	1	1
1016	968	952	836
178	142	195	212
6	10	5	4
48	40	61	48
48	33	37	34
0	0	0	0
129	100	81	57
4994	4996	5105	4985
0	0	0	0
0	0	0	0
0	0	0	2
40	48	24	16
1	0	0	0
0	0	0	0
3573	3279	3018	2926
1	2	0	0
64	63	92	116
1826	1506	1677	1524
45	41	58	76
7	1	11	5
1441	1213	954	942
3	12	11	9
3	12	11	9
191	172	155	139
4730	4724	4716	4463
12824	11806	12694	10682
3	2	4	1
0	0	6	2
21	12	20	11
3640	3413	2700	2511
2650	2463	2253	2075
0	0	0	0
0	0	0	2
8246	7814	6795	6978
12	3	16	9
18	17	18	14
201	197	146	197
179	101	134	122
2759	2223	2636	1899
20	29	25	23
234	240	344	246
4318	4137	3642	3679
58	102	90	70
1756	1748	1484	1503
3516	3191	3054	2705
2224	2019	2017	1732
8	18	15	21
408	358	451	355
40	23	38	25
3611	3326	3969	2945
1184	1031	1275	994
866	747	741	684
5249	4783	4307	3740
149	129	132	111
2322	1958	2444	2051
0	0	0	1
3	1	5	2
38	17	29	19
1	2	2	1
0	0	2	1
0	0	1	0
19	11	13	10
0	6	3	3
0	0	0	0
0	0	0	0
4	0	0	0
2615	2478	2660	2627
123	125	142	116
12	2	7	7
18	12	8	7
3	4	2	0
10	5	15	13
311	261	317	292
244	230	288	209
334	339	367	324
2313	1863	1206	960
0	4	0	1
0	4	0	1
294	193	209	128
56	46	43	34
3839	3594	4008	2989
10698	9339	10616	7930
18	27	21	9
0	4	2	2
390	346	404	504
0	0	0	0
1932	1017	1657	565
513	353	452	355
260	206	354	258
0	2	0	1
735	635	553	637
85	42	55	47
1099	1023	1276	1013
47	22	77	101
55	65	44	30
452	425	331	221
906	893	976	991
668	602	674	558
663	600	673	558
271	317	122	172
697	728	799	697
6	0	2	3
0	0	1	1
14	2	3	5
143	166	209	156
463	441	436	460
10	2	0	2
9	3	7	7
2	0	1	1
0	0	0	0
969	771	858	938
0	2	5	5
13	2	8	6
1035	807	927	687
250	177	262	144
269	189	284	161
1649	1364	1906	1633
0	0	0	1
5	2	12	1
4	8	10	8
19	8	6	4
12	5	10	0
116	120	108	50
11	4	2	0
4	7	7	8
5636	4970	4902	3691
0	0	0	2
3544	3358	3121	2827
5787	5566	5112	4683
2	3	1	2
2	5	2	8
12320	9948	11145	8567
2	6	1	0
511	445	507	426
0	0	0	0
0	0	0	0
568	507	490	325
8	10	11	20
1171	967	766	813
13839	12662	13304	11002
1166	995	1355	1197
146	122	129	113
0	4	2	0
0	0	1	0
0	0	0	0
6	14	4	1
0	0	1	0
0	0	0	0
12	0	3	3
0	0	0	0
0	0	0	0
3	4	3	2
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	4	0	0
26066	24915	24802	25058
2231	1913	1558	1472
2233	1916	1560	1476
11	13	8	6
179	161	230	190
0	0	3	0
802	752	712	650
1767	1354	1597	1345
8	4	6	4
452	433	230	221
2	0	0	0
586	420	681	406
8	4	8	6
3036	2848	3051	3127
6	8	12	9
80	46	73	103
0	0	2	0
14	16	12	22
0	0	0	0
0	2	1	1
8	1	7	4
0	0	0	0
0	0	2	1
0	0	2	1
503	470	642	357
0	0	0	0
24	0	18	6
0	0	0	0
0	0	0	0
2	0	0	0
2	2	17	10
4	6	8	5
4	4	7	4
137160	118458	134562	127188
27626	22750	19106	17630
646	630	838	822
1902	1906	1695	1668
4	4	2	2
452	393	434	445
2469	1870	1935	1690
358	264	288	254
6219	5453	6996	5759
70	52	45	48
2	2	3	1
347	315	323	295
2070	1665	1675	929
125	80	93	55
584	381	371	325
48	18	18	4
16	16	6	11
0	0	0	0
4	4	0	0
0	0	0	0
0	0	0	0
0	0	0	0
48	34	43	40
1097	853	1154	889
136	92	101	69
689	590	629	568
1370	1144	1335	1078
1345	1269	1162	930
1310	1225	1130	900
821	872	965	655
2	0	0	1
77	67	77	60
72	47	49	54
1022	1029	1208	996
0	0	2	0
919	885	960	884
794	762	829	753
119	60	94	59
129	81	109	67
12	10	21	10
62	42	76	53
20121	19597	17195	16018
0	1	1	0
56544	45500	46435	46532
18	22	17	15
772	629	845	907
52	67	51	59
4	6	11	8
34	33	3	4
9	3	1	4
0	0	0	0
0	0	0	0
0	0	0	0
6897	6879	7540	5786
13158	10504	10020	9560
14	16	12	10
0	0	0	0
26	14	21	19
4	2	1	1
2	4	6	6
206	170	240	181
37	29	34	33
385	270	478	439
2349	1995	2081	1637
1073	952	1251	1184
1075	1043	1604	1299
99	85	121	116
691	630	692	717
6	14	28	20
12109	10031	12019	10727
546	538	508	498
754	598	717	498
9	0	0	4
125	91	100	87
74	65	69	41
873	814	1075	833
827	791	637	481
0	0	0	0
0	0	0	0
53	14	65	9
2	0	1	1
2575	2306	2219	2017
2	1	2	1
787	684	663	639
2789	2403	2281	2211
18	12	28	11
3388	3206	3754	3361
4769	4245	5351	4391
3	15	6	8
0	0	2	0
4276	3713	3623	2945
149	129	133	100
565	444	565	442
1278	1004	1176	967
3009	3009	3082	2403
0	0	0	0
0	0	0	0
4	3	0	0
4344	4007	3669	3717
5	2	9	3
28	0	25	25
2	0	6	6
1	0	4	4
2055	1574	1349	903
174	157	141	90
0	0	3	0
67	43	31	24
13	25	38	32
16	26	40	32
186	220	201	199
85	105	107	98
1084	1027	793	920
231	225	259	220
0	2	4	1
4	12	15	8
221	178	187	203
2384	2272	2006	1827
156	114	166	140
157	133	147	139
516	466	677	512
9	10	16	8
8	7	13	3
1450	1432	1829	1195
0	0	0	0
0	0	0	0
0	0	0	0
192	173	159	106
1161	1010	1259	884
4128	3519	4242	3743
10	11	0	3
3970	3461	3456	3074
1208	1019	1314	1004
325	304	348	275
30	33	52	38
9107	8182	10880	9569
2232	2182	2073	2045
11322	9997	10572	10826
96	90	91	109
468	438	489	503
1123	950	1240	984
1019	961	888	886
191	186	289	213
5458	4941	4944	4896
26	17	21	19
1644	1535	1327	1339
282	215	321	269
174	144	34	24
2	0	1	0
0	0	1	1
0	0	1	1
0	0	2	1
0	8	3	1
95	88	107	93
10285	9479	10789	9388
1544	1322	1195	1250
39	22	23	4
2	0	3	2
283	232	255	246
12144	11408	10534	10188
2358	2090	1885	1822
26	20	17	20
46	34	51	41
253	274	206	155
431	442	291	247
611	491	622	491
1772	1633	1365	1498
4	8	4	3
929	788	970	863
229	168	201	170
1922	1525	1435	1691
352	344	255	278
1301	1202	967	1058
5	10	7	6
17	15	14	23
1054	966	868	909
2	4	6	5
1296	1146	1107	1403
86	88	75	93
88	91	76	96
2589	2256	2160	1811
1190	1085	1165	1003
825	784	769	729
1539	1310	1570	1225
70	70	85	57
66	87	77	52
8	0	1	4
10	3	4	6
1	2	0	0
1	0	1	1
5561	4959	4864	4822
318	319	234	381
53	30	38	18
14	6	4	2
778	674	709	539
1510	1175	1408	965
0	0	1	1
22	4	30	20
2	0	23	7
2	4	6	1
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	0	1	0
57	45	72	61
16	17	25	13
1303	1102	1557	1412
550	510	432	504
10	6	15	13
2175	2226	2264	2296
6	0	0	1
12	3	1	0
23	26	16	11
84	108	130	126
42	28	60	62
4	4	2	0
7	0	4	3
0	0	0	0
0	0	0	0
0	0	1	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	2	0	1
2758	2498	2824	2419
22862	19300	20274	18999
1	1	0	0
848	859	815	684
177	202	184	135
242	285	398	347
55	25	35	28
0	0	0	1
0	0	0	1
0	0	0	0
0	0	0	0
80	136	68	76
0	0	0	0
0	0	0	0
188	221	225	250
23	15	25	17
4	5	5	2
2577	2153	3586	3221
0	0	0	0
3	2	6	4
8	0	3	4
3	3	12	4
0	0	2	0
4	0	8	8
2	6	4	1
4	6	3	0
1147	1040	888	890
5	6	14	10
10517	9057	9762	9184
0	0	0	0
0	1	3	0
0	0	0	0
129	74	69	62
464	375	440	402
66	34	38	20
0	2	0	1
11378	10019	10702	7903
49	32	27	36
14	10	13	22
5	7	10	7
1529	1322	1605	1373
506	432	505	468
5552	5174	5479	5590
305	297	276	280
4747	4837	4750	3818
259	328	314	351
96	110	166	140
0	0	0	0
0	0	0	0
352	345	620	456
1399	1302	1203	1118
52	38	124	86
2	3	3	0
15	12	34	41
40	28	98	73
35315	31017	35005	31921
29794	22867	29096	29213
152	124	126	128
2816	1717	2164	2749
2	3	3	5
664	403	496	636
313	320	299	312
483	401	576	462
0	0	0	0
0	0	0	0
31	36	39	47
184	180	153	111
32	22	20	28
0	0	1	0
0	0	0	0
23	23	44	47
1979	1882	1617	1882
490	377	576	440
883	773	827	845
154	152	179	169
1	2	2	2
0	2	0	0
0	0	0	0
0	4	3	2
0	1	1	2
466	383	465	360
12	11	14	11
139	144	178	169
1309	1134	1192	1172
889	881	1103	1038
29612	26894	32783	28647
2267	2181	1934	2022
83	85	60	70
213	182	266	245
0	2	1	0
43	13	32	26
0	0	0	0
30	45	65	47
230	218	239	227
3250	3012	2387	2343
589	543	702	697
24	20	7	9
207	158	108	123
829	655	756	713
30	33	36	36
489	457	380	417
2160	1843	2232	1962
1004	990	1061	837
36	39	41	33
386	408	392	321
24	2	30	4
0	0	0	0
75	100	96	117
6377	6034	5937	5515
61726	55815	52690	43736
9746	6991	8443	6134
2471	2490	2087	1885
11809	10585	9072	7872
26	34	14	16
21	18	9	12
0	1	1	1
0	0	0	0
3196	3214	4182	2854
818	808	1123	732
61	79	116	95
711	689	650	604
611	650	464	449
20	22	21	17
1585	1475	2055	1919
495	370	369	412
3	10	11	11
75	88	80	106
1	0	1	0
0	0	0	0
443	357	390	302
0	0	0	0
0	0	0	0
0	0	0	0
2178	2081	1809	1701
474	464	571	502
2042	1831	1769	1587
5482	4694	5851	5055
2	2	0	2
0	1	0	1
2	17	2	1
0	0	0	0
425	344	524	353
160	153	162	147
4	4	1	1
211	135	178	149
273	204	283	232
156	198	196	196
0	0	0	0
0	0	0	0
7	7	2	1
0	0	0	0
959	926	856	905
81	95	85	74
396	374	509	405
2702	2291	2982	2362
108	76	109	110
49145	44302	42799	40178
232	153	68	36
0	0	0	0
77	45	22	9
0	0	0	0
0	0	0	0
189	116	203	167
0	0	2	0
0	0	0	0
1933	1658	2021	1253
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
13	0	0	1
13	14	5	7
0	0	1	0
2	0	0	1
1290	896	1400	894
228	162	196	123
538	304	501	323
6	5	4	0
0	0	0	0
643	575	605	573
5	3	2	4
0	0	0	0
0	0	1	0
12	0	21	0
45	27	9	9
0	0	0	0
2	6	5	3
4	5	3	5
493	432	430	431
0	0	0	1
0	0	0	0
24	22	19	17
23	32	51	49
5	4	4	5
30	43	75	37
0	0	0	0
0	0	1	0
0	0	0	0
393	308	367	241
0	0	0	0
0	0	0	0
0	0	0	0
30	41	75	37
3143	3011	2622	3437
179	192	258	222
359	326	308	372
100	61	138	139
0	3	2	1
10	7	11	7
2	0	1	1
430	385	492	456
2479	2227	2825	2205
16	10	4	23
22	8	18	21
160	139	182	169
1846	1627	1923	1412
0	0	5	3
0	0	2	0
624	674	707	678
12	16	44	19
5	6	5	4
0	0	0	0
0	0	0	0
185	185	182	128
0	2	2	1
0	0	0	0
0	0	0	0
41	34	46	41
3673	3112	3741	2843
0	0	0	0
0	0	0	0
1586	1515	1325	1371
77	76	57	72
13	14	5	9
98	100	96	115
28	29	19	27
4366	4284	4165	4007
230	274	163	242
8804	7688	8442	7812
2287	2172	1837	1762
2625	2443	2067	2163
1891	1828	1540	1505
820	670	981	656
2	5	2	3
901	716	969	1008
499	421	600	573
2292	2046	2739	2707
31	26	41	20
4	14	11	2
2281	2069	2536	2058
4795	4564	4385	3994
2805	2505	2811	2249
2	2	7	1
3	6	41	53
583	445	560	486
5398	5011	4606	4241
693	394	674	496
430	338	398	413
13	8	21	12
22	25	39	27
1162	1023	1322	1143
538	498	472	410
138	92	149	125
1401	1271	1772	1444
133	90	146	122
72148	60314	56913	53727
4175	3916	4234	3824
910	854	784	656
222	185	230	185
349	354	308	275
0	0	0	0
530	463	612	436
101	109	123	133
1122	909	946	880
0	0	0	0
9	10	9	2
3	3	4	1
3384	3175	3197	3067
216	144	222	135
355	315	534	452
3	0	8	12
0	0	2	2
2	6	5	3
0	6	8	2
0	0	0	0
32	11	5	0
0	0	0	0
0	0	0	1
2	1	6	3
827	692	702	717
3894	3541	3828	2704
9027	7983	9338	8023
4266	3485	3998	3696
12	10	18	10
0	0	0	0
60	39	37	19
0	0	0	0
0	10	3	2
3693	3396	4650	4140
6	2	4	3
11	6	22	15
1	0	0	1
436	311	429	353
4005	3288	2715	2971
1	0	0	0
286	274	276	241
2531	1975	2403	2444
34	27	65	86
1231	1076	1480	1602
673	603	775	730
270	262	310	336
66	75	132	131
622	582	534	542
0	0	0	1
2	0	3	3
0	0	0	0
0	0	0	0
2	0	0	1
0	0	0	0
603	586	491	550
364	318	196	229
1	2	2	2
1277	1072	1063	1104
997	1057	1078	1073
0	0	0	0
6	9	6	12
0	0	0	0
1166	996	962	1034
944	717	921	816
328	343	371	484
92	140	100	155
572	490	423	603
607	502	748	702
135	139	186	153
1290	1034	936	1167
191	156	232	192
302	261	402	381
142	126	152	152
174	174	167	222
87	52	62	65
1331	1167	1176	1272
2472	2038	2531	1789
23	28	38	19
23200	22540	22867	20500
15	19	22	12
0	0	1	1
224	167	265	204
5	10	9	7
25969	23560	26161	29200
6924	5577	6248	5476
421	410	583	470
133	137	125	96
2774	2514	2786	2682
5408	4884	5434	5257
142	137	139	125
1862	1705	1575	1629
731	679	614	631
581	599	461	579
5442	5452	8553	7727
21	20	31	37
333	258	287	310
678	621	698	753
2016	1570	2389	1847
79	71	102	67
92	95	127	141
8	1	10	4
8	15	10	14
250	362	516	516
72	97	71	105
810	730	720	706
2097	2269	2465	2687
1097	1038	956	911
2434	2441	2390	2547
2073	1869	2040	1852
1283	1063	1331	972
80	53	52	72
1406	1172	1602	1192
99	96	77	86
1317	1246	1620	1296
533	483	471	492
95	63	56	39
63	65	113	121
1253	1243	1002	1003
2	0	0	3
2	0	0	3
607	714	920	848
447	337	541	402
0	0	0	1
2	0	2	1
27	16	58	69
8645	8137	8664	7981
8105	7596	8028	7291
2	6	1	2
2	6	1	2
9	6	7	15
1508	1520	1410	1373
161	139	162	169
160	132	208	147
643	562	891	740
2	0	0	0
0	0	0	0
507	399	551	390
1	2	0	0
2	0	1	1
17	11	16	11
0	6	0	0
0	0	0	0
0	0	0	0
139	115	154	137
989	913	720	679
29	20	18	13
3323	3340	2874	3210
1717	1770	1301	1589
493	264	333	270
119	81	78	76
417	318	536	430
60	39	40	40
163	115	228	178
4	5	3	1
2	0	0	0
0	4	2	2
1911	1742	2394	1887
30	31	35	30
1098	1124	783	737
16	8	34	12
0	0	0	1
0	0	0	1
0	0	0	0
2	0	1	0
4	1	0	1
41	13	51	37
1964	1661	1532	1602
2	0	0	0
0	0	0	0
1012	933	1004	815
317	332	286	363
4590	4519	4183	4814
4955	4915	4457	5176
1	2	2	0
0	0	0	0
270	189	213	164
432	398	511	469
48449	43834	51998	52293
1493	1230	2044	1376
1049	931	966	967
141	178	124	130
7478	6598	7695	7720
168	162	201	153
9792	9167	9409	9170
310	256	181	269
3	2	0	2
154	127	90	136
0	0	2	0
0	0	1	0
0	0	0	0
1880	1834	1924	1670
1243	1121	934	930
15792	14273	18255	17850
1	1	3	0
5	9	12	10
45	24	51	12
0	0	0	0
9	15	4	4
0	0	1	0
301	206	255	201
37	22	38	24
2570	2699	2689	2541
1775	1470	1957	1355
4	0	1	0
1031	998	868	946
6691	5588	6063	4060
1649	1299	1597	1086
3	4	5	5
267	210	313	276
842	867	510	509
2	2	2	2
1642	1425	1540	1295
0	2	0	0
65	49	48	34
0	10	2	4
963	1001	586	519
537	405	573	550
13	9	21	13
2165	1982	1993	1860
182	161	192	190
1150	1001	854	928
298	224	214	110
0	0	0	0
5675	4566	5770	5278
3	2	2	3
4018	3452	2703	2573
658	631	505	469
0	0	0	0
4273	4063	4013	3480
57	59	51	61
230	201	335	282
0	0	0	1
88	73	89	88
0	0	0	0
0	0	0	0
10	0	4	8
2313	2292	2053	2258
812	788	936	728
12478	10315	13357	9553
1048	853	1139	824
108	76	132	103
0	0	0	0
0	0	0	0
2	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
6	2	1	3
0	0	1	1
145	187	189	233
89	109	97	127
0	0	0	2
2	2	3	3
71	52	64	56
0	0	0	0
0	0	0	0
89	101	63	60
35	47	21	13
25	37	8	3
333	340	403	310
0	0	1	0
80	66	100	68
319	190	278	266
4	2	10	9
4749	4244	4769	4203
2	0	1	1
6	4	6	7
0	0	0	0
1484	1503	1693	1575
50	47	47	57
75	65	108	64
294	230	224	180
34	18	23	11
1154	1023	1152	1039
2338	1964	2148	1854
1168	976	1071	923
0	0	1	1
571	521	667	559
366	300	470	385
141	163	141	136
79	75	36	41
40	13	14	25
4	7	3	10
373	328	446	303
127	107	150	135
1509	1552	1695	1348
9549	8711	9724	9860
74	62	70	62
2	0	5	2
4	2	0	1
2	0	5	2
128	69	98	47
0	0	1	0
1177	1005	1133	1232
1173	1002	1131	1230
902	624	851	539
54	20	54	26
0	0	0	0
59	41	62	50
0	0	0	0
6	6	6	2
18	5	22	20
41	13	19	21
0	0	0	0
0	0	0	0
1510	1205	1698	1294
20	30	35	38
1	4	6	5
14	10	21	22
428	368	457	346
3430	3002	3343	2716
29	21	21	18
0	2	0	0
4	2	4	1
0	0	0	0
0	0	1	0
0	0	1	0
154	132	168	138
97	54	72	54
908	841	671	642
7	3	17	17
99	72	115	112
97	78	108	141
832	747	1088	869
892	809	1183	944
164	204	175	152
36	23	51	28
0	1	0	1
280	214	329	263
135	104	144	147
42	56	260	234
0	0	0	0
21	44	48	47
228	195	275	234
19	8	14	11
10	7	9	5
1917	1829	2193	1780
0	2	0	0
2	0	0	0
0	0	0	0
0	0	0	1
0	0	1	0
4015	2903	3092	2941
903	706	637	566
0	0	0	1
0	0	0	2
1718	1551	1968	1372
2	0	0	4
388	311	419	298
433	410	442	341
0	0	0	0
2	4	0	0
9	9	5	4
2799	2476	2890	2449
1142	1162	1155	1181
285	250	304	282
16	16	23	18
910	903	902	817
5643	4770	5617	4854
104	108	92	86
127	129	103	97
136	136	105	105
0	0	0	0
213	153	155	145
1406	1365	1362	1418
10	7	6	6
0	0	0	0
8	10	4	3
0	0	1	0
4	2	3	1
0	6	4	8
20	12	32	14
449	361	547	390
1718	1566	1612	1519
181	161	185	156
895	674	683	555
551	432	582	497
2623	2411	2936	2383
2126	2076	2120	2001
646	508	750	541
697	514	634	477
4104	3724	4085	3734
0	2	1	1
0	0	0	0
0	0	0	0
16	22	22	24
583	374	555	307
295	281	401	333
332	299	379	330
2	0	1	1
2	11	5	1
27	20	28	33
1312	1186	1016	874
4963	4522	4721	4236
305	249	201	228
5151	4977	5207	4936
1476	1282	998	1004
888	829	780	703
12	5	8	12
0	0	0	0
0	0	1	0
1866	1488	1675	1766
968	1025	1249	1152
1857	1782	1577	1386
0	0	1	1
1	0	2	2
0	0	0	0
4	2	2	2
0	0	1	0
0	0	0	0
1	0	1	0
5555	4921	4182	4273
0	1	0	0
2	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
482	522	485	595
0	0	0	0
37	2	3	0
0	2	0	0
1340	1121	1145	1167
129	108	104	93
550	453	420	348
19	24	17	14
0	0	0	0
0	0	0	0
1982	1041	1500	1135
1275	1132	1349	1147
0	1	0	0
13	4	9	8
1260	1023	1425	1006
1234	993	1389	982
48	25	20	19
409	341	287	319
1967	1690	2046	1373
14	13	7	8
364	375	480	355
350	303	322	321
2609	2401	2653	2364
75	54	78	54
0	1	0	0
0	0	0	1
3	2	2	5
0	0	0	0
11032	8795	12334	10454
2023	1603	1979	1915
18	27	24	25
0	0	0	0
28	14	3	0
16	13	1	1
7	6	1	0
4	0	1	0
3731	3297	3758	2931
0	3	3	3
0	2	2	1
6	2	1	0
0	0	1	1
2595	2188	2105	1835
327	349	335	273
880	881	617	564
19	13	24	21
105	83	81	83
22	20	29	20
0	0	13	4
0	0	0	0
4	0	1	0
6	2	2	1
0	2	1	0
12	11	10	5
465	305	452	327
4161	2247	5680	3053
3384	2843	4527	4363
44	90	84	76
2	2	1	0
22	17	11	13
40	12	8	9
1675	1323	1224	1185
0	2	2	3
0	0	0	0
6	1	3	2
0	0	0	0
0	0	0	0
0	2	0	0
9	0	3	2
12	6	10	3
2612	2368	2425	2066
18	20	13	15
24	21	24	21
8	12	4	8
855	731	724	641
0	0	0	1
2176	1916	1865	1768
1	2	1	1
35	58	65	52
711	722	823	787
6	0	11	4
2	3	0	1
289	179	199	115
99	55	58	31
258	166	199	112
7	2	2	1
1478	1214	1383	1185
3	5	0	0
416	425	446	516
0	0	1	1
3166	2931	3275	2540
0	0	0	0
0	0	0	0
0	0	0	0
33	21	17	9
0	0	0	0
0	0	0	1
0	2	2	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
13	5	6	1
6168	5966	4941	6117
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
222	203	206	232
208	187	187	212
431	356	410	382
935	907	837	897
2	0	4	1
2	2	2	3
212	193	244	228
1179	1085	906	819
139	148	111	81
44	27	36	20
20	17	27	14
10590	9227	8552	8379
664	597	618	543
956	742	1138	923
132	81	171	108
37	21	38	23
297	244	273	232
370	266	381	349
4	0	0	1
12	2	11	5
0	0	0	0
15532	11272	13036	9572
27	11	16	12
152	60	74	50
87	39	38	25
943	935	954	901
0	0	0	1
79	77	124	93
398	332	393	507
0	0	0	0
547	513	646	494
2	0	0	2
1089	969	869	947
954	828	873	665
964	824	1185	841
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
54	32	47	26
0	0	0	0
0	0	0	0
0	0	0	0
2321	2212	2370	2132
278	247	278	227
0	2	0	0
186	159	175	144
1081	925	788	876
7051	6779	8192	7363
10	11	15	8
2	3	3	5
0	0	0	0
1661	1507	1417	1424
134	118	101	115
37	30	27	30
2977	2685	3019	2472
8406	8615	9262	7267
1	0	0	1
222	213	262	221
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
2	0	1	1
0	0	0	0
0	0	0	0
0	2	1	1
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
16	12	3	5
0	0	1	2
6	4	13	9
626	526	781	375
5	1	1	3
104	65	96	84
0	0	0	1
26	14	22	30
0	1	18	14
2	0	3	1
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
13	8	0	1
361	272	105	88
45	40	20	16
276	261	221	211
136	115	135	131
424	410	526	409
6	2	17	11
12	10	3	3
260	275	245	221
14	28	35	36
1499	1446	1371	1200
558	569	476	424
4826	4275	5013	4439
436	465	373	405
3014	3146	3249	2544
2658	2534	2818	2663
6532	6531	5900	5675
6874	6896	6219	5419
5662	5501	4959	4205
26	24	22	18
900	901	798	922
23617	21513	17834	18017
280	406	352	408
1235	1072	1153	1096
3283	3018	2261	2399
1202	1229	1491	1688
252	255	284	352
749	584	700	628
632	577	764	786
1879	1762	1694	1785
0	1	8	3
5409	4773	4807	4021
1825	1780	1376	1695
412	408	536	623
4848	4156	3905	4419
41	38	36	30
6	4	2	1
410	352	427	504
560	414	534	502
54	26	34	46
167	99	177	124
0	0	1	2
11361	10365	9788	9097
7	4	4	2
0	0	0	0
0	0	0	2
2	2	1	1
0	0	0	0
502	226	358	306
1196	850	1407	787
735	769	964	898
683	631	763	549
5443	4611	4903	4440
118	130	63	74
818	832	646	751
118	132	88	78
3579	3400	2457	2728
1139	1068	1046	932
77	84	78	95
3398	3413	2840	2746
20	12	167	155
67	53	58	82
29	30	37	22
0	0	0	0
340	310	485	400
86	86	107	116
7	1	4	6
4	5	9	6
4	3	6	4
4	5	12	7
1344	1080	1233	1267
2944	2577	2841	2587
10	24	2	0
0	1	0	0
0	1	1	1
0	3	1	3
91	84	126	105
16	12	21	23
916	808	939	745
2	0	0	0
471	467	817	668
2	0	1	1
324	322	456	434
5159	5090	4408	3880
2360	1861	1720	1928
92	79	104	123
19	21	35	13
804	692	758	755
3930	3356	4177	4252
2	1	2	0
385	319	447	392
604	595	384	379
6	4	13	6
15	0	12	3
127	90	117	94
1443	1245	1274	1151
1550	1404	1730	1135
0	0	0	0
0	0	0	0
0	0	0	0
1134	1079	943	1267
993	624	800	663
639	649	534	477
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
2322	2092	2784	1902
159	116	116	93
228	165	280	249
62	50	75	62
38	45	0	0
37	45	0	0
13	36	24	21
4021	4103	3938	2881
0	10	0	0
2473	2272	2063	2059
135	155	164	112
274	181	230	217
23	51	33	37
507	379	423	366
1	2	1	4
0	0	0	0
25	17	29	16
0	0	0	0
0	0	1	0
0	0	0	0
0	2	1	0
395	366	472	408
8	9	6	9
326	205	269	224
7	5	3	1
1537	1443	1339	1165
2089	2132	2038	2057
361	324	307	322
3962	3386	3940	3125
1818	1686	1459	1493
416	475	360	403
4	12	2	2
24436	22194	22280	18772
416	400	608	370
1635	1364	1212	1210
671	526	536	524
0	0	0	0
0	0	0	0
12	10	13	8
0	0	0	1
0	0	0	0
0	0	0	0
25	23	29	18
0	0	0	0
39	63	76	60
0	0	1	0
18	14	22	29
3021	2562	3719	2477
777	513	1046	658
1060	962	964	794
2	0	0	0
4	4	6	5
7	8	13	12
0	0	0	1
8152	6026	7290	6583
4	6	5	0
0	0	0	0
0	0	0	0
0	0	0	0
8	5	6	5
577	503	559	626
233	257	167	174
